accidents,accident_year,first_road_class,first_road_number
15,2018,B,4022
15,2017,A,6042
15,2019,A,348
15,2018,B,4565
15,2019,A,5120
15,2018,A,356
15,2020,A,552
15,2018,A,1159
15,2018,B,358
15,2020,B,1237
15,2017,B,4275
15,2019,B,3369
15,2019,A,552
15,2016,A,362
15,2016,B,5063
15,2019,A,375
15,2020,A,4037
15,2018,B,2194
15,2018,A,369
15,2016,B,1008
15,2016,A,835
15,2019,A,915
15,2016,B,3254
15,2017,A,1088
15,2020,B,5254
15,2020,A,4232
15,2019,A,4160
15,2018,A,1120
15,2017,B,4154
15,2018,B,152
15,2016,A,727
15,2017,A,529
15,2017,A,2011
15,2019,A,4289
15,2016,A,4008
15,2017,B,228
15,2019,A,3064
15,2019,A,1001
15,2018,A,3209
15,2017,B,181
15,2016,B,775
15,2017,B,7078
15,2017,B,3400
15,2016,B,462
15,2016,A,1151
15,2017,A,905
15,2017,B,4146
15,2016,A,3046
15,2018,A,6108
15,2019,A,6101
15,2017,B,1106
15,2017,A,4160
15,2016,B,1222
15,2017,A,5047
15,2020,A,725
15,2018,A,6136
15,2017,B,3151
15,2016,A,197
15,2017,B,6469
15,2019,B,6222
15,2019,B,6003
15,2020,A,2199
15,2017,A,6095
15,2017,A,4019
15,2018,A,5095
15,2017,B,5305
15,2019,A,6053
15,2018,A,915
15,2018,B,1078
15,2017,B,470
15,2017,B,2116
15,2016,A,356
15,2016,B,5419
15,2016,A,2199
15,2020,A(M),3
15,2019,A,1151
15,2016,B,6280
15,2020,B,284
15,2017,B,1220
15,2016,B,109
15,2016,A,269
15,2019,A,166
15,2017,A,4104
15,2017,A,6094
15,2019,A,5081
15,2016,B,7078
15,2017,A,4041
15,2020,A,723
15,2018,B,4148
15,2019,A,1300
15,2018,B,5321
15,2019,B,6145
15,2016,A,6030
15,2020,B,1150
15,2018,A(M),74
15,2017,B,1248
15,2016,A,6182
15,2018,A,6178
15,2016,B,5321
15,2016,B,311
15,2019,B,1231
15,2019,B,1027
15,2017,A,265
15,2018,A,271
15,2019,B,2187
15,2016,B,519
15,2016,B,152
15,2020,B,3254
15,2017,B,6045
15,2020,B,3250
15,2020,A,1035
15,2016,A,300
15,2017,A,674
15,2016,A,346
15,2016,A,2206
15,2019,A,6195
15,2018,A,490
15,2017,A,1309
15,2020,B,454
15,2016,B,2154
15,2016,B,158
15,2018,A,495
15,2016,A,157
15,2020,B,2116
15,2016,B,506
15,2019,A,330
15,2017,A,804
15,2020,A,290
15,2020,A,2010
15,2020,B,104
15,2016,B,1078
15,2019,A,369
15,2019,A,4076
15,2019,A,399
15,2016,B,4171
15,2018,A,3100
15,2017,A,2270
15,2018,A,6121
15,2016,A,179
15,2019,B,3183
15,2018,A,239
15,2019,B,177
15,2018,A,1170
15,2020,B,1398
15,2017,B,1600
15,2019,B,260
15,2017,A,4063
15,2019,B,6166
15,2017,B,6463
15,2018,A,6123
15,2016,B,6166
15,2016,B,6047
15,2016,A,685
15,2017,B,2030
15,2020,B,1067
15,2016,A,2033
15,2019,B,3078
15,2019,B,279
15,2018,A,749
15,2018,A,262
15,2019,A,5117
15,2016,B,375
15,2019,B,454
15,2018,B,506
15,2020,A,4144
15,2019,A,290
15,2016,A,1260
15,2020,A,2215
15,2017,A,2199
15,2019,A,4036
15,2020,A,318
15,2018,A,4044
15,2018,A,187
15,2019,A,520
15,2020,B,1022
15,2017,A,254
15,2017,B,3181
15,2016,Motorway,606
15,2017,A,488
15,2018,A,4008
15,2016,B,134
15,2018,A,257
15,2016,A,6106
15,2016,A,372
15,2020,B,4035
15,2016,Motorway,66
15,2016,A,1057
15,2017,A,571
15,2017,B,5339
15,2018,B,4110
15,2016,B,1049
15,2016,A,4041
15,2020,B,3078
15,2019,B,1257
15,2016,B,4380
15,2017,A,921
15,2019,A,6117
15,2020,B,1113
15,2018,B,4603
15,2017,B,1257
15,2017,B,509
15,2016,B,5117
15,2016,B,743
15,2020,A,473
15,2019,B,4534
15,2017,A,686
15,2019,B,134
15,2019,B,3035
15,2019,A,6182
15,2016,B,1116
15,2016,B,260
15,2019,A,6104
15,2018,B,265
15,2020,B,5069
15,2020,B,1283
15,2019,A,4010
15,2019,A,3015
15,2018,A,5204
15,2016,B,6040
15,2018,B,4337
15,2017,A,652
15,2016,B,5166
15,2016,A,592
15,2019,B,1232
15,2018,A,6053
15,2020,B,511
15,2018,A,447
15,2020,A,1031
15,2020,A,221
15,2016,A,2004
15,2016,A,2018
15,2019,B,518
15,2019,B,1414
15,2018,B,154
15,2017,A,166
15,2019,B,531
15,2019,A,5032
15,2016,A,1123
15,2018,B,487
15,2017,A,3058
15,2016,A,2290
15,2017,B,552
15,2018,B,754
15,2019,A,719
15,2016,B,1261
15,2020,B,1145
15,2016,B,6023
15,2020,A,592
15,2020,A,204
15,2019,A,468
15,2017,A,6119
15,2017,A,696
15,2016,B,6018
15,2016,B,1383
15,2017,B,6317
15,2016,A,536
15,2017,A,4259
15,2019,A,3003
15,2017,B,4135
15,2017,A,396
15,2016,B,6226
15,2016,B,1135
15,2016,A,923
15,2020,A,3060
15,2016,A,250
15,2016,B,653
15,2020,B,4289
15,2020,A,1303
15,2019,A,5047
15,2017,A,685
15,2016,B,176
15,2016,A,319
15,2017,A,4125
15,2019,B,138
15,2020,B,229
15,2019,B,2052
15,2016,B,768
15,2020,B,5136
15,2017,A,581
15,2019,B,515
15,2016,A,698
15,2017,A,930
15,2020,A,85
15,2016,A,330
15,2018,A,349
15,2020,A,4251
15,2016,A,5099
15,2017,A,5191
15,2017,A,550
15,2016,B,1101
14,2016,A,1075
14,2016,B,3270
14,2020,A,5191
14,2019,B,3066
14,2019,B,1237
14,2018,A,220
14,2017,B,1308
14,2020,B,1298
14,2020,A,188
14,2018,A,675
14,2016,B,383
14,2018,A,2208
14,2016,A,554
14,2018,A,284
14,2018,B,780
14,2019,B,3254
14,2018,B,6167
14,2017,B,5251
14,2019,B,4696
14,2018,B,1026
14,2016,A,6036
14,2016,B,6326
14,2019,A,1088
14,2016,A,376
14,2019,B,659
14,2019,B,198
14,2018,A,559
14,2019,B,4540
14,2019,A,6078
14,2018,B,6159
14,2020,A,693
14,2019,A,661
14,2016,B,780
14,2019,B,981
14,2020,A,6006
14,2020,A,1124
14,2018,A,3047
14,2017,B,3413
14,2016,A,221
14,2017,B,172
14,2018,B,3333
14,2019,B,1352
14,2016,A,6017
14,2016,A,1120
14,2016,B,102
14,2020,A,1151
14,2020,A,488
14,2018,A,357
14,2017,A,2031
14,2016,A,318
14,2019,A,2500
14,2018,B,6540
14,2016,B,1168
14,2019,B,600
14,2017,B,7071
14,2020,A,4041
14,2019,B,6318
14,2017,A,6004
14,2020,A,5047
14,2019,B,5061
14,2017,B,2026
14,2018,B,4101
14,2016,B,5470
14,2016,B,487
14,2016,B,1272
14,2020,A,4050
14,2018,B,5378
14,2016,B,4054
14,2017,B,5211
14,2017,B,223
14,2019,B,1008
14,2018,B,6166
14,2020,B,413
14,2020,A,678
14,2020,A,4311
14,2019,B,2145
14,2019,B,6089
14,2016,A(M),38
14,2020,A,588
14,2016,B,2139
14,2016,A,162
14,2017,A,656
14,2017,B,1190
14,2018,A,385
14,2017,B,5218
14,2018,A,1085
14,2017,B,3157
14,2017,B,1172
14,2016,A,4150
14,2019,A,447
14,2019,A,636
14,2017,A,447
14,2017,B,378
14,2019,B,6326
14,2018,A,1123
14,2016,A,4189
14,2016,B,6045
14,2017,B,2145
14,2016,A,582
14,2019,A,4259
14,2019,A,6017
14,2020,B,2163
14,2017,B,489
14,2019,A,693
14,2020,A,6078
14,2018,A,6119
14,2018,A,6096
14,2020,B,509
14,2018,B,6144
14,2018,B,1192
14,2019,A,156
14,2017,B,282
14,2018,A,4150
14,2019,B,412
14,2017,B,5074
14,2016,B,3130
14,2017,B,5166
14,2017,B,1025
14,2016,B,1405
14,2017,A,904
14,2020,A,363
14,2016,A,1189
14,2017,A,528
14,2017,A,280
14,2017,A,3066
14,2016,A,284
14,2018,B,164
14,2017,B,3385
14,2016,A,4125
14,2016,A,543
14,2017,B,768
14,2016,A,553
14,2019,A,6123
14,2020,B,184
14,2019,B,1166
14,2016,B,3413
14,2020,A,3023
14,2017,B,6047
14,2020,B,5151
14,2017,B,1192
14,2019,A,723
14,2017,A,341
14,2016,B,3135
14,2017,B,5158
14,2017,B,4132
14,2020,B,3139
14,2018,B,2166
14,2018,B,2032
14,2016,B,1150
14,2017,B,763
14,2017,A,1235
14,2017,B,6041
14,2017,B,284
14,2016,B,1043
14,2020,A,1153
14,2019,A,298
14,2019,B,6241
14,2020,A,87
14,2017,B,3139
14,2020,B,2145
14,2018,A,655
14,2016,A,3058
14,2018,A,693
14,2016,B,1195
14,2020,A,220
14,2020,A,427
14,2020,B,1003
14,2018,A,5007
14,2018,A,147
14,2017,A,902
14,2019,B,808
14,2018,A,5128
14,2019,B,3233
14,2016,B,262
14,2017,A,496
14,2019,B,282
14,2019,B,4137
14,2016,A,496
14,2017,A,211
14,2018,B,4116
14,2019,B,4487
14,2016,B,900
14,2018,B,1249
14,2016,A,2101
14,2018,B,411
14,2018,A,1032
14,2018,A,578
14,2018,B,517
14,2019,A,482
14,2017,A,6033
14,2016,B,3063
14,2018,A,554
14,2020,A,159
14,2019,A,476
14,2020,A,559
14,2016,B,4053
14,2017,B,6532
14,2017,B,2182
14,2019,A,3203
14,2018,A,396
14,2016,A,2218
14,2016,A,198
14,2016,B,552
14,2018,B,1203
14,2018,A,923
14,2019,B,4138
14,2020,A,72
14,2018,B,4144
14,2016,B,106
14,2016,A,4012
14,2017,B,6318
14,2020,A,2218
14,2017,A,4030
14,2019,A,4147
14,2020,A,230
14,2016,A,2031
14,2016,A,1136
14,2019,A,3075
14,2017,A,359
14,2017,B,487
14,2020,B,152
14,2016,B,6057
14,2019,A,527
14,2020,A,478
14,2019,B,377
14,2016,A,6121
14,2019,A,5099
14,2016,A,522
14,2016,B,2166
14,2018,B,118
14,2017,A,5095
14,2019,B,5132
14,2019,A,4059
14,2017,B,3035
14,2018,A,4142
14,2016,B,6117
14,2018,B,4469
14,2020,A,177
14,2019,B,4469
14,2019,B,3195
14,2019,B,3157
14,2020,B,378
14,2017,A,216
14,2019,B,1222
14,2016,A,188
14,2019,A,3004
14,2016,A,5026
14,2019,B,2163
14,2018,A,209
14,2016,A,4110
14,2019,B,1078
14,2017,A,382
14,2016,B,4091
14,2018,A,198
14,2016,Motorway,602
14,2019,B,243
14,2018,B,1222
14,2018,A,273
14,2016,B,3049
14,2019,B,3181
14,2016,B,104
14,2016,B,6021
14,2017,B,260
14,2018,B,3181
14,2019,B,1220
14,2018,Motorway,77
14,2016,B,3061
14,2020,B,197
14,2020,A,2023
14,2017,B,1380
14,2020,B,1383
14,2020,A,345
14,2017,B,358
14,2016,A,550
14,2018,B,2154
14,2016,A,3029
14,2016,A,5267
14,2018,A,811
14,2019,A,528
14,2017,B,3004
14,2019,B,5010
14,2017,A,476
14,2016,B,4116
14,2019,B,6154
14,2016,A,911
14,2016,A,4075
14,2018,B,194
14,2018,A,4019
13,2019,B,6053
13,2016,A,4114
13,2017,B,4489
13,2020,B,2150
13,2020,A,477
13,2018,A,4400
13,2018,A,947
13,2019,A,346
13,2016,B,3377
13,2019,A,311
13,2018,A,5104
13,2019,B,6200
13,2016,A(M),58
13,2016,A,8014
13,2018,B,4154
13,2016,B,4016
13,2017,A,624
13,2019,A,499
13,2018,A,5141
13,2019,B,1075
13,2018,A,905
13,2020,A,3095
13,2020,A,292
13,2016,A(M),329
13,2017,B,4267
13,2017,A,5112
13,2018,B,3411
13,2016,A,394
13,2019,A,659
13,2016,A,5006
13,2018,A,1122
13,2019,B,4591
13,2018,A,4280
13,2016,B,6082
13,2019,A(M),38
13,2017,A,559
13,2016,A,393
13,2016,A,1309
13,2019,B,1183
13,2016,A,521
13,2016,A,1041
13,2019,B,487
13,2018,B,6318
13,2018,A,185
13,2018,B,5366
13,2016,B,4051
13,2018,A,359
13,2020,B,4469
13,2017,A,4114
13,2018,A,204
13,2020,B,1231
13,2019,A,391
13,2019,B,3170
13,2017,B,1004
13,2018,A,1013
13,2018,A,6036
13,2016,B,1273
13,2020,A,6191
13,2020,A,516
13,2020,A,4206
13,2020,A,268
13,2020,Motorway,90
13,2018,B,1298
13,2016,B,4591
13,2018,B,5412
13,2020,A,1159
13,2016,B,353
13,2019,A,6030
13,2016,A,292
13,2017,A,4158
13,2018,A,3203
13,2019,A,251
13,2016,A,519
13,2018,B,6428
13,2017,A(M),58
13,2019,A,4300
13,2019,A,448
13,2017,B,416
13,2020,B,4144
13,2016,A,5061
13,2020,A,6144
13,2020,A,2270
13,2017,B,2089
13,2017,B,765
13,2016,A,445
13,2019,A,5006
13,2016,B,2128
13,2016,B,1224
13,2016,B,4492
13,2020,B,1307
13,2018,B,3401
13,2017,A,728
13,2016,B,4237
13,2018,A,557
13,2016,B,6090
13,2016,A,5194
13,2017,A,188
13,2017,B,6082
13,2017,B,383
13,2016,B,2100
13,2020,B,656
13,2020,A,719
13,2016,B,4540
13,2020,A,527
13,2018,B,3254
13,2017,B,6222
13,2016,A,195
13,2019,A,558
13,2016,A,528
13,2018,B,5470
13,2020,A,6053
13,2018,A,592
13,2019,B,4289
13,2018,A,482
13,2016,A,823
13,2016,B,194
13,2020,B,1025
13,2019,B,4056
13,2018,B,6018
13,2020,A,2100
13,2017,B,2163
13,2018,B,4275
13,2019,B,3416
13,2019,B,1298
13,2018,A,2004
13,2020,A,67
13,2019,B,1505
13,2018,B,802
13,2020,A,376
13,2016,B,242
13,2017,B,2103
13,2017,A,5267
13,2020,B,260
13,2019,B,284
13,2017,B,518
13,2020,A,618
13,2016,A,902
13,2016,B,3272
13,2016,B,1050
13,2020,B,645
13,2016,B,6179
13,2017,B,1397
13,2017,A,285
13,2018,A,3063
13,2020,B,2067
13,2019,B,1405
13,2019,A,4039
13,2019,A,4400
13,2019,B,4169
13,2018,A,95
13,2016,A,815
13,2018,Motorway,73
13,2020,A,657
13,2019,B,1312
13,2018,B,416
13,2017,B,6280
13,2018,A,2198
13,2016,B,4042
13,2018,A,5025
13,2017,A,6097
13,2020,B,1352
13,2017,Motorway,32
13,2019,A,4069
13,2017,A,770
13,2018,B,1283
13,2017,A,4034
13,2018,A,436
13,2016,A,1032
13,2018,B,5419
13,2020,A,4101
13,2020,A,1032
13,2017,B,5151
13,2019,A,5271
13,2018,B,3157
13,2018,B,1242
13,2017,A,3027
13,2016,B,1352
13,2019,B,261
13,2016,B,323
13,2018,B,3349
13,2016,B,1220
13,2016,B,3400
13,2017,A,678
13,2019,B,645
13,2018,A,6011
13,2020,B,1008
13,2020,A,4146
13,2016,A,4069
13,2019,B,2192
13,2019,B,6179
13,2017,A,6121
13,2018,A,692
13,2020,A,1009
13,2020,A,700
13,2016,Motorway,271
13,2018,B,6009
13,2018,B,4534
13,2016,A,427
13,2017,A,1130
13,2018,A,4003
13,2018,A,5758
13,2018,B,3183
13,2019,B,214
13,2016,A,6023
13,2017,A,3209
13,2017,A,4198
13,2019,A,393
13,2019,A,265
13,2019,A,6095
13,2020,A,4259
13,2020,B,519
13,2020,B,6089
13,2018,B,1090
13,2020,A,3003
13,2018,A,573
13,2019,A,467
13,2019,A,6094
13,2019,A,904
13,2020,B,3157
13,2016,B,275
13,2019,B,5124
13,2018,B,409
13,2019,B,1397
13,2020,B,4495
13,2016,B,6428
13,2017,A,436
13,2020,B,5419
13,2020,A,4189
13,2018,B,6090
13,2016,B,3297
13,2019,B,6144
13,2020,A,394
13,2019,A,541
13,2020,A,554
13,2016,B,273
13,2016,A(M),167
13,2016,B,4265
13,2017,A,79
13,2019,A,496
13,2020,B,375
13,2019,B,3396
13,2019,B,4125
13,2018,A,311
13,2019,B,1248
13,2020,A,902
13,2016,A,5300
13,2020,B,6132
13,2020,A,262
13,2018,B,2182
13,2018,B,4044
13,2019,A,6121
13,2016,B,5093
13,2017,A,3029
13,2020,B,6388
13,2018,B,3043
13,2017,A,2021
13,2017,B,4060
13,2019,A,179
13,2018,B,102
13,2016,B,4022
13,2017,A,321
13,2018,B,2070
13,2017,A,4008
13,2019,B,263
13,2020,A,300
13,2020,B,273
13,2019,A,947
13,2016,B,3109
13,2017,A,1124
13,2019,B,6057
13,2017,B,425
13,2019,B,2050
13,2018,A,499
13,2017,A,582
13,2016,A,879
13,2020,A,494
13,2016,B,175
13,2019,B,181
13,2017,A,2213
13,2019,B,765
13,2018,B,1426
13,2019,B,176
13,2017,B,4119
13,2016,A,4320
13,2020,A,4076
13,2017,B,1517
13,2016,A,4205
13,2019,A,1166
13,2019,B,5378
13,2017,A,156
13,2019,B,5051
13,2018,B,6179
13,2019,B,6016
13,2016,A,914
13,2017,B,3072
13,2017,A,467
13,2019,B,6117
13,2017,B,3354
13,2020,B,1233
13,2017,A,262
13,2017,B,2096
13,2018,B,1102
13,2016,A,730
13,2020,A,2213
13,2016,B,763
13,2017,A,1165
13,2016,B,5151
13,2016,B,1003
13,2018,A,4160
13,2019,A,5267
13,2018,B,701
13,2016,B,6532
13,2019,A,5228
13,2019,A,5209
13,2020,B,487
13,2019,B,3334
13,2018,B,1010
13,2019,A,1304
13,2017,B,1514
13,2016,B,6039
13,2018,A,4038
13,2018,A,394
13,2019,B,5136
13,2019,B,6463
13,2020,B,1190
13,2016,B,2093
13,2017,A,6136
13,2020,A,5102
13,2019,B,3058
13,2016,A,1130
13,2020,A,76
13,2018,B,6222
13,2018,B,2100
13,2017,B,506
13,2020,A,6095
13,2017,A,907
13,2017,A,1136
13,2019,B,3349
13,2016,B,765
13,2020,A,301
13,2020,A,392
13,2018,A,5006
13,2017,A,2215
13,2016,B,7071
13,2017,B,660
13,2020,B,4009
13,2016,A,662
13,2019,A,1261
13,2019,B,4489
13,2019,A,582
13,2017,B,2104
13,2016,B,369
13,2019,B,4171
13,2018,A,275
13,2018,A,1434
13,2019,B,5366
13,2018,B,4465
13,2019,A,365
13,2019,B,4465
13,2017,A,4205
13,2018,A,506
13,2016,A,443
13,2018,B,1256
13,2019,B,1203
13,2017,B,1352
13,2019,A,4158
13,2019,A,739
13,2016,A,392
13,2017,A,298
13,2020,A,352
13,2018,A,2990
12,2019,A,4034
12,2018,B,2192
12,2019,B,6232
12,2020,A,5027
12,2017,A,4300
12,2019,A,436
12,2017,A,4440
12,2017,B,6341
12,2017,B,2128
12,2016,B,4636
12,2017,A,694
12,2018,B,5167
12,2020,A,5032
12,2016,B,4110
12,2017,B,369
12,2017,A,138
12,2019,B,4161
12,2017,A,6191
12,2018,A,4440
12,2017,B,300
12,2016,A,86
12,2019,B,4245
12,2017,B,175
12,2016,B,651
12,2019,A,694
12,2020,A,385
12,2017,B,1362
12,2019,B,1307
12,2020,A,179
12,2018,B,4087
12,2018,B,2233
12,2020,B,224
12,2019,A,1023
12,2018,B,353
12,2019,B,1200
12,2020,A,921
12,2020,A,575
12,2020,B,134
12,2019,A,4204
12,2019,B,6273
12,2016,B,5087
12,2019,B,325
12,2017,A,1004
12,2017,A,4400
12,2018,A,3002
12,2019,A,1159
12,2019,A,899
12,2018,A,5267
12,2018,B,1213
12,2017,B,6472
12,2019,A,318
12,2017,B,5000
12,2020,B,1115
12,2017,B,5152
12,2018,B,4176
12,2019,B,656
12,2016,Motorway,54
12,2020,A,169
12,2017,B,3092
12,2019,A,4037
12,2017,B,808
12,2018,B,104
12,2020,A,1064
12,2016,A,178
12,2018,B,193
12,2019,A,2210
12,2016,B,3058
12,2019,A,6178
12,2018,B,4151
12,2018,A,6144
12,2016,B,1192
12,2016,B,161
12,2020,B,4171
12,2018,A,280
12,2018,B,1224
12,2018,B,153
12,2018,B,6145
12,2018,A,84
12,2019,B,1514
12,2016,B,214
12,2017,A,6038
12,2019,B,4110
12,2017,A,5049
12,2018,A,156
12,2019,B,1311
12,2018,Motorway,606
12,2020,B,6255
12,2016,B,1280
12,2020,B,3082
12,2019,B,4251
12,2016,B,2064
12,2019,A,944
12,2019,B,3250
12,2018,B,6041
12,2017,A,2219
12,2019,B,6407
12,2017,B,2173
12,2020,B,4540
12,2016,B,502
12,2020,A,430
12,2016,A,1013
12,2017,A,139
12,2019,A,2011
12,2018,A,581
12,2020,A,1068
12,2019,A,832
12,2018,B,2093
12,2017,B,207
12,2020,Motorway,58
12,2019,A,430
12,2018,A,4312
12,2019,B,1308
12,2020,A,550
12,2020,B,2052
12,2019,B,1004
12,2019,A(M),3
12,2017,A,2990
12,2017,B,5215
12,2016,B,227
12,2019,B,106
12,2019,B,6280
12,2016,A,5049
12,2020,A,6017
12,2016,A,359
12,2018,B,1257
12,2019,B,4211
12,2019,B,5173
12,2017,B,4138
12,2020,A,4008
12,2018,A,368
12,2017,B,4022
12,2017,A,198
12,2016,A,4207
12,2019,B,502
12,2017,B,2106
12,2020,B,236
12,2018,A,5117
12,2017,B,4148
12,2018,A,2050
12,2020,A,91
12,2017,B,5404
12,2017,B,1273
12,2020,B,2122
12,2017,B,4127
12,2018,Motorway,69
12,2017,A,5025
12,2019,B,324
12,2020,A,3029
12,2018,B,5404
12,2019,B,6045
12,2017,B,5124
12,2018,A,397
12,2016,A,1169
12,2016,B,2187
12,2020,B,3334
12,2018,A,620
12,2019,A,385
12,2020,A,6023
12,2016,A,80
12,2017,A,330
12,2019,B,1283
12,2018,B,4278
12,2017,A,4109
12,2020,B,5238
12,2018,B,138
12,2020,A,4300
12,2017,A,727
12,2018,A,332
12,2016,A,1015
12,2017,B,467
12,2019,B,4181
12,2016,B,3139
12,2017,B,5062
12,2020,A,1240
12,2020,A,260
12,2016,A,3088
12,2016,B,6159
12,2018,A,5190
12,2020,A,669
12,2018,Motorway,54
12,2016,A,4230
12,2020,B,1380
12,2020,B,4034
12,2017,A,4101
12,2020,A,5087
12,2019,A,1017
12,2016,A,5250
12,2019,A,6108
12,2019,A,536
12,2020,A,489
12,2016,B,215
12,2016,B,5069
12,2017,A,119
12,2016,A,4037
12,2017,B,5051
12,2019,B,4337
12,2017,B,251
12,2016,B,2146
12,2018,B,2089
12,2017,B,152
12,2019,B,3274
12,2018,A,3004
12,2018,A,1207
12,2017,Motorway,57
12,2016,A,801
12,2018,A,3088
12,2018,B,7066
12,2017,B,4487
12,2019,B,2123
12,2017,A(M),38
12,2019,A,697
12,2016,B,238
12,2019,B,690
12,2020,A,1211
12,2017,B,6200
12,2016,B,386
12,2018,A,5047
12,2017,B,6381
12,2017,B,5017
12,2018,A,3204
12,2019,B,1013
12,2019,A,985
12,2017,B,194
12,2017,A,6069
12,2017,B,1296
12,2020,B,1277
12,2018,A,6211
12,2017,B,1354
12,2020,A,520
12,2016,A,311
12,2018,A,1016
12,2018,A,5081
12,2018,A,6117
12,2019,B,4057
12,2020,B,3183
12,2018,B,1191
12,2017,B,409
12,2020,A,4118
12,2016,A,1122
12,2018,B,3274
12,2019,A,696
12,2017,B,6428
12,2020,B,3035
12,2018,B,105
12,2016,B,4245
12,2020,B,780
12,2018,B,1398
12,2018,B,6014
12,2020,B,5269
12,2020,B,686
12,2017,B,1024
12,2018,B,215
12,2020,B,2187
12,2018,B,3078
12,2019,B,6231
12,2019,A,5191
12,2017,B,3377
12,2017,B,263
12,2018,B,1383
12,2019,B,4531
12,2020,A,1261
12,2016,B,1112
12,2019,A,139
12,2017,B,306
12,2017,B,4304
12,2018,Motorway,602
12,2016,B,3354
12,2019,B,4297
12,2017,A,313
12,2020,A,284
12,2016,B,2055
12,2018,B,2123
12,2017,B,2187
12,2016,B,4146
12,2017,A,1245
12,2016,B,509
12,2016,B,2160
12,2020,B,5093
12,2018,B,4492
12,2019,B,361
12,2016,A,5117
12,2018,B,3232
12,2017,B,4368
12,2016,B,766
12,2016,B,412
12,2016,B,4027
12,2016,A,816
12,2020,A,367
12,2020,B,5132
12,2020,B,106
12,2016,B,5261
12,2019,B,2116
12,2016,A,5191
12,2020,B,531
12,2017,B,4084
12,2019,B,4127
12,2020,B,2259
12,2017,B,6039
12,2020,B,4267
12,2020,A,5073
12,2018,B,1307
12,2016,B,6376
12,2019,B,6376
12,2018,A,4034
12,2018,A,4036
12,2019,B,275
12,2020,A,4055
12,2016,B,3348
12,2017,B,311
12,2018,A,2219
12,2020,B,214
12,2019,B,6388
12,2017,B,6388
12,2018,B,765
12,2018,A,527
12,2016,A,6004
12,2020,A,362
12,2018,A,4147
12,2020,B,5010
12,2016,B,148
12,2018,B,3420
12,2016,B,3004
12,2019,B,1113
12,2020,B,6463
12,2016,A,1290
12,2019,B,3067
12,2018,B,1115
12,2016,B,153
12,2020,A,4030
12,2019,A,513
12,2020,A,4114
12,2017,B,1145
12,2017,B,3369
12,2016,A,351
12,2019,B,1450
12,2018,A,804
12,2019,B,489
12,2018,A,5230
12,2016,A,476
12,2019,A,2031
12,2018,A,101
12,2018,B,386
12,2020,B,3178
12,2016,A,5128
12,2020,B,3074
12,2017,A,385
12,2019,B,2097
12,2016,B,4148
12,2019,B,2122
12,2017,A,3213
12,2017,B,656
12,2017,A,672
12,2019,B,4234
12,2017,Motorway,26
12,2018,B,5358
12,2019,A,1041
12,2017,A,4177
12,2018,A,832
12,2017,B,2175
12,2020,B,1070
12,2019,B,573
12,2019,A,4312
12,2018,A,221
12,2016,A,2050
12,2017,A,4147
12,2017,A,6077
12,2016,B,3181
12,2016,A,5223
12,2019,A,700
12,2020,B,215
12,2019,B,1380
12,2020,A,688
12,2020,B,118
12,2019,A,1022
12,2016,A,1017
12,2017,A,300
12,2018,B,6019
12,2016,A,397
12,2019,A,2270
12,2016,B,4084
12,2016,B,3233
12,2020,A,6094
12,2017,A,519
12,2018,B,4251
12,2017,A,1300
12,2016,Motorway,876
12,2020,B,4132
12,2017,B,2154
12,2019,A,313
12,2017,B,4595
12,2019,A,4050
12,2018,B,1332
12,2017,B,6226
12,2018,B,158
12,2019,A,1237
12,2020,A,491
12,2017,A,4216
12,2016,B,6002
12,2019,A,466
12,2019,A,4030
12,2019,A,431
12,2018,A,6191
12,2020,B,6047
12,2016,B,3165
12,2018,B,4373
12,2017,A,1305
12,2017,B,6057
12,2017,B,6302
12,2020,A,247
12,2016,A,4050
12,2017,A,5061
12,2017,A,4311
12,2018,B,5000
12,2018,B,1308
12,2016,A,1020
12,2019,A,923
12,2017,B,900
12,2020,B,3333
12,2019,A,98
12,2020,A,5095
12,2020,B,6157
12,2019,B,4142
12,2017,B,743
12,2020,A,652
12,2016,B,6003
12,2016,A,711
12,2016,A,2032
12,2017,A,4196
12,2018,B,5082
12,2016,B,590
12,2018,Motorway,26
12,2020,A,4092
12,2020,B,102
12,2020,A,5086
12,2019,B,1242
12,2017,B,1043
12,2018,A,247
12,2019,A,6181
12,2020,A,445
11,2016,B,5412
11,2017,A,5102
11,2017,B,5419
11,2017,A,6106
11,2020,A,1270
11,2018,A,5102
11,2020,A,1104
11,2019,B,4265
11,2019,B,2175
11,2019,B,6178
11,2017,A,661
11,2020,A,6055
11,2020,A,1184
11,2016,A,694
11,2018,A,4196
11,2018,A,5119
11,2018,B,5069
11,2018,A,4037
11,2018,A,3095
11,2017,B,2200
11,2016,B,6128
11,2017,A,536
11,2018,A,3010
11,2018,B,769
11,2016,Motorway,73
11,2020,B,3440
11,2019,A,6119
11,2016,A,670
11,2020,B,1405
